planet_name,number_of_stars,orbital_period,orbit_semi_major_axis,planet_radius,Inclination,eccentricity,insolation_flux,Radial_Velocity_Amplitude,planet_temperature,star_temperature,star_radius,star_mass,Predicted Temperature
HAT-P-23 b,1,1.21288287,0.0232,15.334,85.1,0.052,,346.0,,5905.0,1.2,1.13,1987.9158
HAT-P-23 b,1,1.212884,0.0232,15.334,85.1,0.106,,368.5,2056.0,5905.0,1.2,1.13,1987.9158
HAT-P-24 b,2,3.35524,0.0465,13.922,88.6,0.067,,83.0,1637.0,6373.0,1.32,1.19,1627.1772
HAT-P-24 b,2,3.3552464,0.0465,14.751,90.0,,,,,6373.0,1.32,1.19,1627.041
HAT-P-24 b,2,3.3552479,0.04651,13.922,88.6,0.038,,87.4,,6373.0,1.32,1.19,1626.9424
HAT-P-25 b,1,3.652836,0.04659,13.339,87.6,0.033,,74.3,,5500.0,0.96,1.01,1156.6768
HAT-P-25 b,1,3.65281514,0.0466,12.722,88.22,0.023,325.0,74.5,1182.0,5519.0,0.92,1.01,1132.5996
HAT-P-25 b,1,3.652836,0.0466,13.339,87.6,0.032,,74.3,1202.0,5500.0,0.96,1.01,1156.5403
HAT-P-26 b,1,4.234516,0.0479,6.333,88.6,0.124,,8.5,1001.0,5079.0,0.79,0.82,935.3003
HAT-P-27 b,2,3.039586,0.0403,11.635,84.7,0.078,,,,5300.0,0.9,0.94,1236.085
HAT-P-27 b,2,3.0395824,0.03998,11.433,85.0,0.028,,90.9,,5190.0,0.87,0.92,1196.5281
HAT-P-27 b,2,3.039577,0.04,11.43,85.0,0.0,,91.2,,5316.0,0.86,0.92,1206.4236
HAT-P-28 b,1,3.257215,0.0434,13.585,88.0,0.051,,84.7,1384.0,5680.0,1.1,1.02,1317.9619
HAT-P-28 b,1,3.257215,0.04337,13.585,88.0,0.039,,85.9,,5680.0,1.1,1.02,1318.4692
HAT-P-29 b,2,5.723186,0.0667,12.408,87.1,0.095,,78.3,1260.0,6087.0,1.22,1.21,1243.7778
HAT-P-29 b,2,5.72339,0.0665,11.926,87.99,0.075,433.0,77.4,1271.0,6115.0,1.24,1.2,1248.3992
HAT-P-29 b,2,5.72339,0.06669,12.408,87.1,0.104,,68.0,,6087.0,1.22,1.21,1243.8904
HAT-P-3 b,2,2.899736,0.03866,9.27,87.07,0.0,,89.1,,5185.0,0.8,0.92,1163.9192
HAT-P-3 b,2,2.899703,0.03882,10.077,87.24,,,89.1,1127.0,5185.0,0.83,0.93,1191.1929
HAT-P-3 b,2,2.89973838,0.03878,10.211,86.31,,,90.63,1170.0,5190.0,0.85,0.93,1209.4158
HAT-P-3 b,2,2.899703,0.03894,9.976,87.24,0.0,,89.1,,5185.0,0.82,0.94,1183.9172
HAT-P-3 b,2,2.899736,0.03899,10.077,87.24,0.01,,90.3,,5185.0,0.83,0.93,1188.0594
HAT-P-3 b,2,2.899736,0.03842,10.615,86.15,,,89.1,1189.0,5185.0,0.87,0.9,1217.4175
HAT-P-30 b,2,2.810595,0.0419,15.02,83.6,0.016,,92.4,,6304.0,1.22,1.24,1690.2803
HAT-P-30 b,2,2.810595,0.0419,15.02,83.6,0.035,,88.1,1630.0,6304.0,1.22,1.24,1690.2803
HAT-P-31 b,1,5.005425,0.061,11.994,87.1,0.2617,,232.8,,6070.0,1.36,1.22,1333.5339
HAT-P-31 b,1,5.005425,0.055,11.99,87.1,0.245,,232.5,1450.0,6065.0,1.36,1.22,1412.7869
HAT-P-32 b,2,2.1500082,0.03397,22.194,88.98,0.159,1841.0,99.0,1836.0,6001.0,1.37,1.13,1867.7479
HAT-P-32 b,2,2.15000825,0.03427,20.053,88.9,0.044,,108.0,,6207.0,1.22,1.16,1840.7148
HAT-P-32 b,2,2.150008,0.0343,20.053,88.9,0.0,,122.8,1786.0,6207.0,1.22,1.16,1839.8832
HAT-P-33 b,2,3.474474,0.04995,18.898,87.2,0.22,,73.0,,6446.0,1.64,1.38,1805.048
HAT-P-33 b,2,3.474474,0.0499,18.898,87.2,0.0,,82.7,1782.0,6446.0,1.64,1.38,1806.1848
HAT-P-34 b,1,5.452654,0.06774,13.417,87.1,0.432,,343.0,,6442.0,1.53,1.39,1462.2758
HAT-P-34 b,1,5.452654,0.0677,13.417,87.1,0.441,,343.1,1520.0,6442.0,1.53,1.39,1462.7786
HAT-P-35 b,3,3.646706,0.0498,14.93,87.3,0.025,,120.7,1581.0,6096.0,1.44,1.24,1877.4143
HAT-P-35 b,3,3.646706,0.04978,14.93,87.3,0.02,,120.9,,6096.0,1.44,1.24,1877.8632
HAT-P-36 b,1,1.3273466,0.02402,15.211,85.19,0.063,1821.0,344.0,1820.0,5560.0,1.11,1.05,1782.8975
HAT-P-36 b,1,1.327347,0.02382,14.168,86.0,0.059,,336.0,,5560.0,1.1,1.02,1765.8914
HAT-P-36 b,1,1.32734683,0.0241,14.314,87.13,,,334.7,1781.0,5620.0,1.04,1.03,1725.6482
HAT-P-36 b,1,1.327347,0.0238,14.168,86.0,0.063,,,1823.0,5560.0,1.1,1.02,1766.6165
HAT-P-36 b,1,1.32734683,0.02388,14.617,85.86,,,316.0,1788.0,5620.0,1.04,1.03,1733.779
HAT-P-37 b,1,2.797436,0.0379,13.204,86.9,0.058,,177.7,1271.0,5500.0,0.88,0.93,1208.1449
HAT-P-37 b,1,2.797436,0.03793,13.204,86.9,0.14,,184.0,,5500.0,0.88,0.93,1207.6506
HAT-P-38 b,1,4.640382,0.0523,9.247,88.3,0.067,,35.4,1082.0,5330.0,0.92,0.89,1015.7121
HAT-P-38 b,1,4.640382,0.05231,9.247,88.3,0.055,,35.3,,5330.0,0.92,0.89,1015.61597
HAT-P-39 b,2,3.54387,0.0509,17.609,87.0,0.0,,63.6,1752.0,6430.0,1.62,1.4,1786.8383
HAT-P-39 b,2,3.54387,0.05095,17.609,87.0,0.17,,64.0,,6430.0,1.62,1.4,1785.785
HAT-P-4 b,2,3.056536,0.0446,14.235,89.9,0.0,,81.1,,5860.0,1.59,1.26,1734.2838
HAT-P-4 b,2,3.0565195,0.04465,14.986,89.2,,,81.1,1691.0,5860.0,1.6,1.27,1743.0217
HAT-P-4 b,2,3.0565254,0.04449,14.28,89.91,0.0073,,78.6,,5860.0,1.6,1.25,1735.8811
HAT-P-40 b,1,4.457243,0.06076,19.392,88.3,0.12,,55.5,,6080.0,2.21,1.51,1777.6007
HAT-P-40 b,1,4.457243,0.0608,19.392,88.3,0.0,,58.1,1770.0,6080.0,2.21,1.51,1777.001
HAT-P-41 b,2,2.694047,0.0426,18.887,87.7,0.0,,92.5,1941.0,6390.0,1.68,1.42,2021.9443
HAT-P-41 b,2,2.694047,0.04258,18.887,87.7,0.22,,96.0,,6390.0,1.68,1.42,2022.4686
HAT-P-42 b,1,4.641878,0.0575,14.348,85.9,0.0,,113.5,1428.0,5743.0,1.53,1.18,1362.3492
HAT-P-42 b,1,4.641878,0.0575,14.348,85.9,0.11,,97.0,,5743.0,1.53,1.18,1362.3492
HAT-P-43 b,1,3.332687,0.04445,14.359,88.7,0.21,,93.0,,5645.0,1.1,1.05,1312.429
HAT-P-43 b,1,3.332687,0.0443,14.359,88.7,0.0,,87.7,1361.0,5645.0,1.1,1.05,1314.7502
HAT-P-43 b,1,3.3326414,0.0444,13.63,,,,,1353.0,5693.0,1.08,1.03,1297.7903
HAT-P-44 b,1,4.301219,0.0507,13.922,89.1,0.044,,45.9,1108.0,5295.0,0.95,0.94,1055.611
HAT-P-45 b,1,3.128992,0.04521,15.984,87.8,0.11,,106.0,,6330.0,1.32,1.26,1612.8059
HAT-P-45 b,1,3.128992,0.0452,15.984,87.8,0.049,,106.6,1652.0,6330.0,1.32,1.26,1612.9768
HAT-P-46 b,1,4.463129,0.0577,14.392,85.5,0.123,,52.2,1458.0,6120.0,1.4,1.28,1437.719
HAT-P-49 b,1,2.691548,0.04378,15.838,86.2,0.12,,195.0,,6820.0,1.83,1.54,2138.4138
HAT-P-49 b,1,2.691548,0.0438,15.838,86.2,0.0,,188.7,2131.0,6820.0,1.83,1.54,2138.0068
HAT-P-5 b,1,2.788491,0.04075,14.12,86.75,0.0,,138.0,,5960.0,1.17,1.16,1504.7166
HAT-P-5 b,1,2.7884732,0.04097,13.574,86.16,,,,,5960.0,1.12,1.04,1422.6675
HAT-P-5 b,1,2.7884736,0.04073,14.056,86.75,0.072,,135.0,,5960.0,1.17,1.16,1505.0618
HAT-P-50 b,1,3.1220109,0.04527,14.437,83.65,0.084,,162.5,,6280.0,1.7,1.27,1784.4951
HAT-P-50 b,1,3.1220109,0.0453,14.437,83.65,0.115,,161.3,1862.0,6280.0,1.7,1.27,1783.8696
HAT-P-51 b,1,4.21802091,0.05042,13.507,89.28,,310.0,39.7,1168.0,5453.0,0.99,0.96,1107.4528
HAT-P-51 b,1,4.2180278,0.05069,14.493,88.48,0.123,,39.5,1192.0,5449.0,1.04,0.98,1130.6249
HAT-P-51 b,1,4.2180278,0.05067,14.493,88.48,0.07,,39.8,,5449.0,1.04,0.98,1130.8408
HAT-P-52 b,1,2.7535953,0.03696,11.31,87.02,0.03,,128.2,,5131.0,0.89,0.89,1168.1279
HAT-P-52 b,1,2.7535953,0.03694,11.31,87.02,0.047,,128.4,1218.0,5131.0,0.89,0.89,1168.4525
HAT-P-53 b,1,1.9616241,0.0316,14.773,86.2,0.085,,227.2,,5956.0,1.21,1.09,1698.1312
HAT-P-53 b,1,1.9616241,0.03159,14.773,86.2,0.134,,226.8,1778.0,5956.0,1.21,1.09,1698.3608
HAT-P-54 b,1,3.799847,0.04117,10.581,87.04,0.074,,132.6,818.0,4390.0,0.62,0.65,764.4829
HAT-P-54 b,1,3.799847,0.04122,10.581,87.04,0.66,,167.0,,4390.0,0.62,0.65,764.0491
HAT-P-55 b,1,3.5852467,0.04604,13.249,87.7,0.139,,76.7,1313.0,5808.0,1.01,1.01,1232.9386
HAT-P-55 b,1,3.5852313,0.04628,14.841,86.8,,583.0,77.6,1367.0,5804.0,1.1,1.03,1294.8634
HAT-P-55 b,1,3.5852467,0.04604,13.249,87.7,0.17,,77.5,,5808.0,1.01,1.01,1232.9386
HAT-P-56 b,1,2.7908327,0.0423,16.432,82.13,0.246,,262.0,1840.0,6566.0,1.43,1.3,1792.0155
HAT-P-56 b,1,2.790963,0.0447,17.0,,,3515.0,,,6863.0,1.88,1.53,2142.3008
HAT-P-56 b,1,2.7908327,0.04232,16.432,82.13,0.29,,240.0,,6566.0,1.43,1.3,1791.6023
HAT-P-57 b,3,2.465295,0.0406,15.838,88.26,0.0,,215.2,2200.0,7500.0,1.5,1.47,2517.3599
HAT-P-58 b,1,4.0138379,0.04994,14.93,85.64,0.073,1146.0,46.4,1622.0,6078.0,1.53,1.03,1496.9917
HAT-P-59 b,1,4.1419771,0.05064,12.588,85.18,0.03,441.4,192.6,1278.0,5678.0,1.1,1.01,1208.1289
HAT-P-6 b,1,3.852985,0.05237,14.908,85.51,,,115.5,1675.0,6570.0,1.46,1.29,1617.0573
HAT-P-6 b,1,3.852985,0.05235,14.908,85.51,0.0,,115.5,,6570.0,1.46,1.29,1617.3696
HAT-P-6 b,1,3.853003,0.05244,15.637,84.88,,,115.5,1704.0,6570.0,1.52,1.29,1643.2336
HAT-P-6 b,1,3.853003,0.05239,14.908,85.51,0.044,,120.7,,6570.0,1.46,1.29,1616.7448
HAT-P-60 b,1,4.7947813,0.06277,18.282,83.75,0.25,1634.0,54.1,1772.0,6212.0,2.2,1.44,1727.0432
HAT-P-61 b,1,1.90231289,0.0301,10.077,83.62,0.113,849.5,173.0,1505.0,5587.0,0.94,1.0,1443.8508
HAT-P-62 b,1,2.6453235,0.03772,12.027,87.93,0.101,867.2,110.0,1512.0,5629.0,1.17,1.02,1443.741
HAT-P-63 b,1,3.377728,0.04294,12.543,88.45,0.069,387.4,87.3,1237.0,5400.0,0.97,0.93,1175.2723
HAT-P-64 b,1,4.007232,0.05387,19.089,88.01,0.101,1611.0,62.0,1766.0,6457.0,1.74,1.3,1687.7058
HAT-P-65 b,1,2.6054552,0.03951,21.185,84.2,0.304,,68.0,1930.0,5835.0,1.86,1.21,1844.7766
HAT-P-65 b,1,2.60544751,0.04042,18.058,88.3,,1821.0,68.0,1818.0,5872.0,1.67,1.3,1807.5657
HAT-P-66 b,1,2.972086,0.04363,17.822,86.2,0.09,,93.5,1896.0,6002.0,1.88,1.25,1823.2917
HAT-P-67 b,2,4.8101025,0.06505,23.371,88.8,0.0,,36.0,1903.0,6406.0,2.55,1.64,1928.4714
HAT-P-68 b,1,2.29840551,0.02996,12.016,88.73,0.041,184.8,143.4,1028.0,4508.0,0.67,0.68,961.62244
HAT-P-69 b,1,4.7869491,0.06555,18.786,87.19,0.0,,309.0,1930.0,7394.0,1.93,1.65,1940.4138
HAT-P-7 b,2,2.2047372,0.03676,16.713,82.2,0.0016,,,2700.0,6441.0,1.84,1.47,2285.043
HAT-P-7 b,2,2.204737,0.03813,16.926,83.151,0.004,,211.9,,6350.0,2.0,1.51,2304.0698
HAT-P-7 b,2,2.20473537,0.039,22.3,88.24,0.0,,,2303.0,6264.0,2.71,1.66,2591.4146
HAT-P-7 b,2,2.20473536,0.0381,16.39,89.95,0.0,3973.7,,2025.0,6350.0,1.99,1.52,2308.196
HAT-P-7 b,2,2.2047304,0.03805,16.421,83.4,,,211.8,2194.0,6350.0,1.96,1.51,2293.456
HAT-P-7 b,2,2.20473536,0.0381,16.39,89.95,0.0,3973.7,,2025.0,6350.0,1.99,1.52,2308.196
HAT-P-7 b,2,2.2047354,0.0355,15.906,83.143,0.0,,213.5,2200.0,6350.0,1.84,1.47,2300.3694
HAT-P-7 b,2,2.20473536,0.0381,16.39,89.95,0.0,3973.7,,2025.0,6350.0,1.99,1.52,2308.196
HAT-P-7 b,2,2.204737,0.0377,15.043,83.111,0.0,,213.5,2733.0,6532.23,1.99,1.35,2261.083
HAT-P-7 b,2,2.20473542,0.0376,16.1,87.21,0.0,4148.92,,2048.0,6440.0,1.95,1.45,2286.439
HAT-P-7 b,2,2.20473536,0.03809,16.25,,,4161.3,,,6449.0,1.97,1.51,2317.1328
HAT-P-70 b,1,2.74432452,0.04739,20.961,96.5,0.0,,649.0,2562.0,8450.0,1.86,1.89,2505.2158
HAT-P-8 b,3,3.0763776,0.0487,16.81,87.5,0.0,,153.1,1700.0,6200.0,1.58,1.28,2023.219
HAT-P-8 b,3,3.0763458,0.04496,16.814,87.5,0.006,,160.4,,6200.0,1.58,1.28,2121.3347
HAT-P-9 b,1,3.92281072,0.05287,15.614,86.44,0.084,931.0,82.1,1540.0,6350.0,1.34,1.28,1509.0565
HAT-P-9 b,1,3.922814,0.0529,15.693,86.5,0.16,,84.6,,6350.0,1.32,1.28,1496.6853
HAT-P-9 b,1,3.922814,0.0529,15.468,86.1,,,84.7,1540.0,6350.0,1.34,1.28,1508.6077
HAT-P-9 b,1,3.92289,0.053,15.69,86.5,0.0,,84.7,1530.0,6350.0,1.32,1.28,1495.1626
HATS-1 b,1,3.446459,0.0444,14.594,85.6,0.12,,254.1,1359.0,5870.0,1.04,0.99,1289.1471
HATS-1 b,1,3.446459,0.04446,14.594,85.6,0.082,,238.0,,5870.0,1.04,0.99,1288.2874
HATS-10 b,1,3.312846,0.04491,10.862,87.79,0.501,,67.0,1407.0,5880.0,1.1,1.1,1352.408
HATS-10 b,1,3.312846,0.04493,10.862,87.79,0.28,,79.0,,5880.0,1.1,1.1,1352.1052
HATS-11 b,1,3.6191613,0.04614,16.926,88.31,0.34,,112.0,1637.0,6060.0,1.44,1.0,1509.8
HATS-11 b,1,3.619188,0.0507,18.03,,,,,1596.0,6563.0,1.54,1.33,1703.9329
HATS-12 b,1,3.142702,0.0441,7.76,,,,,1446.0,6357.0,1.17,1.16,1493.8534
HATS-12 b,1,3.142833,0.04795,15.132,82.7,0.085,,250.6,2097.0,6408.0,2.21,1.49,2058.7078
HATS-13 b,1,3.0440499,0.04057,13.585,88.55,0.181,,78.0,1244.0,5523.0,0.89,0.96,1183.5762
HATS-13 b,1,3.0440499,0.04059,13.585,88.55,0.22,,89.0,,5523.0,0.89,0.96,1183.2704
HATS-14 b,1,2.7667641,0.03815,11.646,88.83,0.142,,158.0,1276.0,5346.0,0.93,0.97,1235.0127
HATS-14 b,1,2.7667641,0.03815,11.646,88.83,0.11,,159.0,,5346.0,0.93,0.97,1235.0127
HATS-15 b,1,1.74748753,0.02712,12.386,87.13,0.126,,399.0,1505.0,5311.0,0.92,0.87,1414.0375
HATS-16 b,1,2.686502,0.03744,14.572,83.53,0.0,,485.0,1592.0,5738.0,1.24,0.97,1485.1681
HATS-17 b,1,16.254611,0.1308,8.709,89.08,0.029,72.7,99.1,814.0,5846.0,1.09,1.13,774.0595
HATS-18 b,1,0.83784,0.0174,14.897,85.29,,,415.2,2069.0,5600.0,1.02,1.04,1977.8506
HATS-18 b,1,0.8378434,0.01761,14.986,85.5,0.166,2990.0,415.2,2060.0,5600.0,1.02,1.04,1968.3059
HATS-2 b,1,1.354133,0.023,13.092,87.2,0.0,,268.9,1577.0,5227.0,0.9,0.88,1513.2976
HATS-2 b,1,1.354133,0.02298,13.092,87.2,0.29,,329.0,,5227.0,0.9,0.88,1514.005
HATS-22 b,1,4.7228124,0.05025,10.682,87.96,0.079,,399.0,858.0,4803.0,0.69,0.76,806.9856
HATS-23 b,1,2.1605156,0.03397,20.849,81.02,0.114,,212.3,1654.0,5780.0,1.2,1.12,1616.1713
HATS-24 b,1,1.3484954,0.02547,16.668,86.6,0.242,,396.0,2067.0,6346.0,1.17,1.21,1991.6431
HATS-24 b,1,1.3484978,0.0238,15.637,85.97,0.0,,,2166.0,6125.0,1.12,1.07,1921.0803
HATS-24 b,1,1.3484975,0.02576,17.374,85.82,,,,,6346.0,1.19,1.22,2002.5621
HATS-25 b,1,4.2986432,0.05163,14.123,86.93,0.176,,76.8,1277.0,5715.0,1.11,0.99,1201.5447
HATS-26 b,1,3.3023881,0.04735,19.616,86.2,0.245,,73.3,1918.0,6071.0,2.04,1.3,1840.4849
HATS-27 b,1,4.637038,0.0611,16.814,87.3,0.581,,51.0,1659.0,6438.0,1.74,1.42,1644.1357
HATS-28 b,1,3.1810781,0.04131,13.384,86.17,0.202,,97.0,1253.0,5498.0,0.92,0.93,1180.2285
HATS-29 b,1,4.6058749,0.05475,14.022,87.37,0.158,,78.4,1212.0,5670.0,1.07,1.03,1152.3337
HATS-3 b,1,3.547851,0.0485,15.48,86.2,0.0,,125.7,,6351.0,1.4,1.21,1577.8672
HATS-3 b,1,3.547851,0.04852,15.48,86.2,0.3,,135.0,,6351.0,1.4,1.21,1577.5276
HATS-3 b,1,3.547851,0.0485,15.48,86.2,0.0,,125.7,1648.0,6351.0,1.4,1.21,1577.8672
HATS-30 b,2,3.1743516,0.04354,13.171,86.84,0.096,,91.8,1414.0,5943.0,1.06,1.09,1431.8527
HATS-31 b,1,3.37796,0.0478,18.383,85.0,0.233,,102.0,1823.0,6050.0,1.87,1.27,1754.572
HATS-32 b,1,2.8126548,0.04024,14.0,87.1,0.471,,124.0,1437.0,5700.0,1.1,1.1,1409.738
HATS-33 b,1,2.549564,0.03731,12.935,87.55,,,,,5659.0,1.02,1.06,1384.2715
HATS-33 b,1,2.5495551,0.03727,13.787,87.62,0.08,,170.1,1429.0,5659.0,1.02,1.06,1384.9305
HATS-34 b,1,2.1061607,0.03166,16.029,82.28,0.108,,152.0,1445.0,5380.0,0.98,0.95,1390.3604
HATS-35 b,1,1.8209993,0.03199,16.41,86.9,0.306,,170.0,2037.0,6300.0,1.43,1.32,2008.9799
HATS-36 b,1,4.1752387,0.05425,13.843,87.61,0.105,561.0,356.9,1356.0,6149.0,1.16,1.22,1328.3469
HATS-36 b,1,4.175186,0.0523,12.92,,,,,1203.0,5950.0,1.1,1.1,1248.3815
HATS-37 A b,2,4.3315366,0.04913,6.793,89.33,0.0,229.7,13.9,1085.0,5326.0,0.88,0.84,1038.0752
HATS-38 b,1,4.375021,0.05036,6.882,87.21,0.0,464.7,9.9,1294.0,5732.0,1.1,0.89,1197.3756
HATS-39 b,1,4.5776348,0.06007,17.598,84.98,0.275,,62.0,1645.0,6572.0,1.62,1.38,1613.6067
HATS-4 b,1,2.516729,0.0362,11.433,88.5,0.013,,197.5,1315.0,5403.0,0.93,1.0,1286.1569
HATS-4 b,1,2.516729,0.03623,11.433,88.5,0.024,,194.2,,5403.0,0.93,1.0,1285.6445
HATS-40 b,1,3.2642736,0.04997,17.71,85.8,0.312,,162.0,2101.0,6460.0,2.26,1.56,2085.4932
HATS-41 b,1,4.193649,0.0583,14.908,80.4,0.38,,1080.0,1710.0,6424.0,1.71,1.5,1730.5658
HATS-42 b,1,2.292102,0.03689,15.693,85.1,0.229,,246.0,1856.0,6060.0,1.48,1.27,1823.0089
HATS-43 b,1,4.3888497,0.04944,13.227,89.24,0.173,,37.5,1003.0,5099.0,0.81,0.84,938.43445
HATS-44 b,1,2.7439004,0.03649,11.96,84.65,0.279,,90.0,1161.0,5080.0,0.85,0.86,1129.981
HATS-45 b,1,4.1876244,0.05511,14.415,85.61,0.24,,75.0,1518.0,6450.0,1.31,1.27,1464.1401
HATS-46 b,1,4.7423729,0.05367,10.122,87.32,0.559,,22.1,1054.0,5495.0,0.85,0.92,993.29236
HATS-47 b,1,3.9228038,0.04269,12.52,87.08,0.088,87.73,61.7,853.0,4512.0,0.66,0.67,792.8879
HATS-48 A b,2,3.1316666,0.03769,8.967,89.58,0.162,137.6,41.8,955.0,4546.0,0.72,0.73,939.73413
HATS-49 b,1,4.1480467,0.04515,8.575,88.27,0.071,80.45,55.9,835.0,4405.0,0.7,0.71,784.04913
HATS-5 b,1,4.763387,0.0542,10.223,89.3,0.019,,30.0,1025.0,5304.0,0.87,0.94,980.55676
HATS-5 b,1,4.763387,0.05428,10.223,89.3,0.044,,30.0,,5304.0,0.87,0.94,979.78955
HATS-50 b,1,3.8297015,0.05046,12.666,87.54,0.516,,45.0,,5990.0,1.12,1.17,1320.1133
HATS-51 b,1,3.3488702,0.04639,15.805,87.1,0.33,,94.9,1553.0,5758.0,1.44,1.19,1516.8599
HATS-52 b,1,1.36665436,0.02498,15.491,84.7,0.246,,380.0,1834.0,6010.0,1.05,1.11,1802.6191
HATS-53 b,1,3.8537768,0.04753,15.02,88.78,0.33,,79.0,1312.0,5644.0,1.1,0.96,1228.1685
HATS-54 b,1,2.5441828,0.03763,11.96,83.08,0.126,,105.0,1625.0,5702.0,1.32,1.1,1569.1135
HATS-54 b,1,2.5441765,0.037,11.377,83.67,0.0,,108.0,1429.0,5621.0,1.23,1.05,1499.398
HATS-55 b,1,4.2042001,0.05412,14.022,86.32,0.092,,102.8,1367.0,6214.0,1.13,1.2,1307.7462
HATS-56 b,1,4.324799,0.06043,18.921,83.29,0.019,,55.1,1902.0,6536.0,2.2,1.57,1914.9236
HATS-57 b,1,2.350621,0.03493,12.767,87.88,0.028,,472.5,1413.0,5587.0,0.96,1.03,1366.354
HATS-58 A b,2,4.2180896,0.05798,12.274,85.69,0.168,,100.0,1721.0,7175.0,1.43,1.46,1688.472
HATS-59 b,1,5.416081,0.06112,12.621,88.1,0.129,269.0,92.1,1128.0,5670.0,1.04,1.04,1075.0182
HATS-6 b,1,3.3252725,0.03623,11.187,88.21,0.0,,63.0,713.0,3724.0,0.57,0.57,683.9941
HATS-60 b,1,3.560829,0.04708,12.924,86.28,0.191,903.9,82.6,1528.0,5688.0,1.46,1.1,1442.1987
HATS-61 b,1,7.817953,0.07908,13.395,87.15,0.092,374.2,330.0,1226.0,5542.0,1.66,1.08,1142.6038
HATS-62 b,1,3.2768837,0.04163,11.825,87.92,0.298,387.4,10.2,1237.0,5416.0,0.93,0.9,1167.5388
HATS-63 b,1,3.0566527,0.04026,13.529,84.86,0.136,634.1,140.0,1398.0,5627.0,1.07,0.93,1315.5762
HATS-64 b,1,4.908897,0.06562,18.82,87.24,0.151,1711.0,85.0,1793.0,6554.0,2.11,1.56,1806.9268
HATS-65 b,2,3.105161,0.04497,16.825,84.82,0.062,1178.0,97.7,1634.0,6277.0,1.31,1.26,1676.0664
HATS-66 b,1,3.1414391,0.04714,15.816,87.06,0.064,2637.0,586.0,1998.0,6626.0,1.84,1.41,1955.9344
HATS-67 b,1,1.6091788,0.03032,18.887,79.03,0.057,3821.0,194.0,2193.0,6594.0,1.44,1.44,2186.091
HATS-68 b,1,3.5862202,0.05071,13.809,83.21,0.036,1521.0,139.3,1741.0,6147.0,1.75,1.35,1726.8322
HATS-69 b,1,2.2252577,0.03211,10.593,88.49,0.519,466.6,52.0,1296.0,5137.0,0.88,0.89,1250.3307
HATS-7 b,1,3.185315,0.04012,6.311,87.92,0.17,,18.4,1084.0,4985.0,0.81,0.85,1031.113
HATS-7 b,1,3.185315,0.04012,6.311,87.92,0.12,,19.1,,4985.0,0.81,0.85,1031.113
HATS-70 b,1,1.8882378,0.03632,15.513,86.7,0.18,9110.0,1460.0,2730.0,7930.0,1.88,1.78,2720.3418
HATS-71 b,1,3.7955202,0.03745,11.478,88.82,0.0,,77.0,587.0,3405.0,0.48,0.49,581.4954
HATS-72 b,1,7.3279474,0.066517,8.097,89.56,0.013,49.58,16.15,739.0,4656.1,0.72,0.73,691.10864
HATS-74 A b,2,1.73185606,0.02384,11.568,87.39,0.044,106.9,346.0,895.0,3776.9,0.58,0.6,894.86206
HATS-75 b,1,2.7886556,0.032742,9.909,88.07,0.064,59.26,99.2,772.0,3790.4,0.58,0.6,753.7633
HATS-76 b,1,1.9416423,0.02658,12.094,88.24,0.062,129.8,562.0,940.0,4016.0,0.63,0.66,925.4727
HATS-77 b,1,3.0876262,0.03607,13.058,88.44,0.045,78.37,253.0,828.0,4071.0,0.64,0.66,796.52435
HATS-8 b,1,3.583893,0.04668,9.785,87.8,0.25,,19.2,,5679.0,1.09,1.06,1280.3828
HATS-8 b,1,3.583893,0.04667,9.785,87.8,0.376,,17.7,1324.0,5679.0,1.09,1.06,1280.5352
HATS-9 b,1,1.9153073,0.03048,11.938,86.5,0.075,,132.3,,5366.0,1.5,1.03,1723.2527
HATS-9 b,1,1.915291,0.0312,13.85,,,,,1746.0,5599.0,1.56,1.1,1826.1187
HATS-9 b,1,1.9153073,0.03048,11.938,86.5,0.129,,133.5,1823.0,5366.0,1.5,1.03,1723.2527
HD 101581 b,1,4.46569,0.046,956.0,87.78,,80.0,,834.0,4675.0,0.63,0.65,775.5233
HD 101581 c,1,6.20401,0.0573,990.0,87.93,,52.0,,747.0,4675.0,0.63,0.65,698.606
HD 106315 b,1,9.55804,0.0905,2.32,,,,,1046.0,6277.0,1.29,1.08,1062.693
HD 106315 b,1,9.55385,0.08887,2.4,87.62,0.31,,,1146.0,6254.0,1.28,1.03,1060.7168
HD 106315 b,1,9.5521,0.09012,2.23,88.4,,240.0,8.4,,6290.0,1.18,1.07,1028.3322
HD 106315 b,1,9.55237,0.0907,2.44,87.54,0.093,,3.63,1153.0,6327.0,1.3,1.09,1074.5701
HD 106315 c,1,21.058,0.1503,4.4,88.48,0.18,,,874.0,6254.0,1.28,1.03,804.2527
HD 106315 c,1,21.0576,0.1526,3.95,89.42,,83.0,4.8,,6290.0,1.18,1.07,780.6502
HD 106315 c,1,21.05788,0.1533,4.31,,,,,804.0,6277.0,1.29,1.08,805.9481
HD 106315 c,1,21.05704,0.1536,4.35,88.61,0.22,,3.43,886.0,6327.0,1.3,1.09,814.9735
HD 108236 b,1,3.795963,0.04527,1.615,87.59,0.045,,,,5660.0,0.88,0.87,1124.8966
HD 108236 b,1,3.79523,0.0469,1.586,87.88,0.2,,,1099.0,5730.0,0.89,0.97,1121.7783
HD 108236 c,1,6.2037,0.0651,2.068,88.72,0.18,,,932.0,5730.0,0.89,0.97,959.30005
