planet_name;number_of_stars;orbital_period;orbit_semi_major_axis;planet_radius;Inclination;eccentricity;insolation_flux;Radial_Velocity_Amplitude;planet_temperature;star_temperature;star_radius;star_mass;calc_semi_major_axis
Kepler-210 b;1;2.4532359;;2.91;;;;;;4588.0;0.7;0.77;0.032628056940785036
Kepler-210 b;1;;;2.997;;;122.14;;;3914.0;0.71;;
Kepler-210 b;1;2.4532359;0.0292;2.23;88.81;0.0;69.2;;736.0;3914.0;0.53;0.55;0.029166335442699844
Kepler-210 b;1;2.4532359;0.0292;2.23;88.81;0.0;69.2;;736.0;3914.0;0.53;0.55;0.029166335442699844
Kepler-210 b;1;2.4532339;0.03;2.56;85.37;0.0;;;839.0;4367.0;0.57;0.61;0.030190525938799322
Kepler-210 b;1;2.453234;0.032;2.94;;;;;;4559.0;0.65;;
Kepler-210 b;1;2.4532;;;77.86;;;;;4300.0;0.69;0.63;0.03051665416768385
Kepler-210 b;1;2.45322973;;;;;;;;4564.61;0.64;0.72;0.03190590544343157
Kepler-210 b;1;2.45322394;0.0292;2.24;;;;;734.0;3914.0;0.53;0.55;0.029166240648267908
Kepler-210 b;1;2.45323508;;;;;;;;4564.61;0.64;0.72;0.031905951830317664
Kepler-210 b;1;2.45323614;0.0293;2.26;87.23;0.0;69.36;;737.0;3912.0;0.53;0.56;0.02934204241049103
Kepler-210 b;1;2.45323614;;;;;;;;4564.61;0.64;0.72;0.03190596102098642
Kepler-210 c;1;7.97251009;0.0642;3.22;87.26;0.0;14.45;;497.0;3912.0;0.53;0.56;0.06437651899918449
Kepler-210 c;1;7.97251614;;;;;;;;4564.61;0.64;0.72;0.07000179865620397
Kepler-210 c;1;7.97251347;0.064;3.23;87.66;0.0;14.4;;497.0;3914.0;0.53;0.55;0.06399103970484271
Kepler-210 c;1;7.97251009;;;;;;;;4564.61;0.64;0.72;0.070001763241961
Kepler-210 c;1;7.97251347;0.064;3.23;87.66;0.0;14.4;;497.0;3914.0;0.53;0.55;0.06399103970484271
Kepler-210 c;1;7.9725436;0.066;3.3;88.24;0.0;;;566.0;4367.0;0.57;0.61;0.06623832004250957
Kepler-210 c;1;7.972513;0.07;3.62;;;;;;4559.0;0.65;;
Kepler-210 c;1;7.97266437;;3.793;;;32.22;;608.0;4564.61;0.64;;
Kepler-210 c;1;7.97251347;;4.29;;;;;;4588.0;0.7;0.77;0.07158606851009915
Kepler-210 c;1;7.9725;;;85.73;;;;;4300.0;0.69;0.63;0.06695422138577974
Kepler-210 c;1;7.97252271;;;;;;;;4564.61;0.64;0.72;0.0700018371143056
Kepler-210 c;1;;;4.263;;;25.44;;;3914.0;0.71;;
Kepler-210 c;1;7.97251347;0.064;3.23;87.66;0.0;14.4;;497.0;3914.0;0.53;0.55;0.06399103970484271
Kepler-210 c;1;7.9725132;0.06406;3.39;;;;;495.0;3914.0;0.53;0.55;0.06399103826008036
Kepler-211 b;1;4.13853677;;1.32;;;;;;5224.0;0.81;0.9;0.04870573978069857
Kepler-211 b;1;4.139;;;;;;;;;1.56;0.93;0.04924468487422318
Kepler-211 b;1;4.13853677;0.0493;2.49;89.95;0.0;677.66;;1301.0;5244.0;1.56;0.93;0.04924101055016716
Kepler-211 b;1;4.13853677;0.0493;2.49;89.95;0.0;677.66;;1301.0;5244.0;1.56;0.93;0.04924101055016716
Kepler-211 b;1;4.138553;0.049;3.52;80.21;0.0;;;1364.0;5174.0;1.75;0.91;0.048885595194806106
Kepler-211 b;1;4.13855787;;;;;;;;5286.58;0.74;0.91;0.04888563354521535
Kepler-211 b;1;4.13853677;0.0493;2.49;89.95;0.0;677.66;;1301.0;5244.0;1.56;0.93;0.04924101055016716
Kepler-211 b;1;4.138575;0.048;1.26;;;;;;5123.0;0.82;;
Kepler-211 b;1;4.13852825;;;;;;;;5286.58;0.74;0.91;0.0488854002925964
Kepler-211 b;1;;;1.207;;;158.19;;;5194.0;0.77;;
Kepler-211 b;1;4.13854364;;;;;;;;5286.58;0.74;0.91;0.04888552148637976
Kepler-211 b;1;4.13853677;0.04813;1.22;;;163.9;;;5194.0;0.76;0.87;0.048158437950487507
Kepler-211 b;1;4.13852825;0.0494;1.3;89.23;0.0;196.51;;954.0;5297.0;0.82;0.94;0.049416804971915716
Kepler-211 c;1;6.0404622;0.0636;1.3;88.58;0.0;118.56;;841.0;5297.0;0.82;0.94;0.06358541264545435
Kepler-211 c;1;6.04045;0.062;1.29;;;;;;5123.0;0.82;;
Kepler-211 c;1;6.0404622;;;;;;;;5286.58;0.74;0.91;0.06290164553757582
Kepler-211 c;1;6.04044062;;;;;;;;5286.58;0.74;0.91;0.06290149572361854
Kepler-211 c;1;6.04045294;0.0634;2.53;89.38;0.0;409.76;;1147.0;5244.0;1.56;0.93;0.0633590633713924
Kepler-211 c;1;6.04045294;;1.32;;;;;;5224.0;0.81;0.9;0.06267032335113912
Kepler-211 c;1;;;1.212;;;95.44;;;5194.0;0.77;;
Kepler-211 c;1;6.04045294;0.0634;2.53;89.38;0.0;409.76;;1147.0;5244.0;1.56;0.93;0.0633590633713924
Kepler-211 c;1;6.04045294;0.06192;1.238;;;99.4;;;5194.0;0.76;0.87;0.0619661028049687
Kepler-211 c;1;6.04047;0.063;3.82;82.51;0.0;;;1203.0;5174.0;1.75;0.91;0.06290169968715503
Kepler-211 c;1;6.04045294;0.0634;2.53;89.38;0.0;409.76;;1147.0;5244.0;1.56;0.93;0.0633590633713924
Kepler-211 c;1;6.04046688;;;;;;;;5286.58;0.74;0.91;0.06290167802732614
Kepler-211 c;1;6.04;;2.45;;;;;;;1.56;0.93;0.06335589603575172
Kepler-212 b;1;16.25694599;;;;;;;;5881.14;1.5;1.07;0.12845627675360716
Kepler-212 b;1;16.2583586;0.1313;870.0;89.38;0.0;82.68;;769.0;5914.0;1.14;1.14;0.13120614578736703
Kepler-212 b;1;16.2580276;;;;;;;;5881.14;1.5;1.07;0.12846197434088139
Kepler-212 b;1;16.2583586;0.13258;1.11;;;128.1;;;5880.0;1.45;1.17;0.13234712606406365
Kepler-212 b;1;16.2580276;0.1317;920.0;89.61;0.0;112.41;;830.0;5867.0;1.36;1.15;0.13158688716412706
Kepler-212 b;1;;;1.001;;;133.87;;;5880.0;1.47;;
Kepler-212 b;1;16.2583586;;980.0;;;;;;5866.0;1.28;1.09;0.129259179169017
Kepler-212 b;1;16.257582;0.133;1.09;;;;;;5852.0;1.46;;
Kepler-212 b;1;16.2583586;0.1313;870.0;89.38;0.0;82.68;;769.0;5914.0;1.14;1.14;0.13120614578736703
Kepler-212 b;1;16.2583586;0.1313;870.0;89.38;0.0;82.68;;769.0;5914.0;1.14;1.14;0.13120614578736703
Kepler-212 b;1;16.25831;0.132;940.0;84.22;0.0;;;774.0;5913.0;1.16;1.17;0.13234686231978748
Kepler-212 c;1;31.80474045;0.20735;2.612;;;52.2;;;5880.0;1.45;1.17;0.207009981542792
Kepler-212 c;1;31.80474045;0.2053;2.06;89.95;0.0;33.82;;615.0;5914.0;1.14;1.14;0.20522532393031517
Kepler-212 c;1;31.80475991;;;;;;;;5881.14;1.5;1.07;0.2009358534199713
Kepler-212 c;1;31.80503872;;;;;;;;5881.14;1.5;1.07;0.2009370277272888
Kepler-212 c;1;31.80474045;;2.37;;;;;;5866.0;1.28;1.09;0.20217998750545035
Kepler-212 c;1;31.80474045;0.2053;2.06;89.95;0.0;33.82;;615.0;5914.0;1.14;1.14;0.20522532393031517
Kepler-212 c;1;31.80526;0.207;2.61;85.94;0.0;;;618.0;5913.0;1.16;1.17;0.2070122359602482
Kepler-212 c;1;;;3.242;;;54.66;;;5880.0;1.47;;
Kepler-212 c;1;31.80474045;0.2053;2.06;89.95;0.0;33.82;;615.0;5914.0;1.14;1.14;0.20522532393031517
Kepler-212 c;1;31.80465587;;;;;;;;5881.14;1.5;1.07;0.20093541521768868
Kepler-212 c;1;31.80475991;0.2061;2.99;86.65;0.0;45.9;;664.0;5867.0;1.36;1.15;0.20582373583205138
Kepler-212 c;1;31.805174;0.207;2.74;;;;;;5852.0;1.46;;
Kepler-213 b;1;2.462345;0.035;1.14;89.38;0.0;;;1276.0;5806.0;0.87;0.98;0.03544672006092936
Kepler-213 b;1;2.46234539;;;;;;;;5712.0;1.12;1.02;0.03592257553578514
Kepler-213 b;1;2.46234217;0.0356;1.21;89.95;0.0;654.26;;1290.0;5822.0;0.9;0.99;0.03556685210135508
Kepler-213 b;1;2.46234217;0.0356;1.21;89.95;0.0;654.26;;1290.0;5822.0;0.9;0.99;0.03556685210135508
Kepler-213 b;1;2.46234425;0.0367;1.33;89.72;0.0;730.86;;1326.0;5736.0;1.01;1.09;0.03672620956274389
Kepler-213 b;1;2.46234217;0.0356;1.21;89.95;0.0;654.26;;1290.0;5822.0;0.9;0.99;0.03556685210135508
Kepler-213 b;1;2.46236;0.036;1.62;;;;;;5696.0;1.2;;
Kepler-213 b;1;;;1.462;;;833.47;;;5658.0;1.1;;
Kepler-213 b;1;2.46234217;0.03559;1.469;;;861.6;;;5658.0;1.09;0.99;0.03556685210135508
Kepler-213 b;1;2.46234425;;;;;;;;5712.0;1.12;1.02;0.03592256444832372
Kepler-213 b;1;2.46234217;;1.31;;;;;;5744.0;1.0;1.07;0.03650017584043853
Kepler-213 c;1;4.82297735;0.0558;1.68;89.95;0.0;266.31;;1030.0;5822.0;0.9;0.99;0.0556788139247483
Kepler-213 c;1;;;2.433;;;339.54;;;5658.0;1.1;;
Kepler-213 c;1;4.82297735;0.0558;1.68;89.95;0.0;266.31;;1030.0;5822.0;0.9;0.99;0.0556788139247483
Kepler-213 c;1;4.82296932;0.0575;2.22;87.56;0.0;297.73;;1060.0;5736.0;1.01;1.09;0.05749365620764261
Kepler-213 c;1;4.822962;0.057;2.34;;;;;;5696.0;1.2;;
Kepler-213 c;1;4.822934;0.055;2.1;86.52;0.0;;;1018.0;5806.0;0.87;0.98;0.05549037588082874
Kepler-213 c;1;4.82296932;;;;;;;;5712.0;1.12;1.02;0.056235576583539615
Kepler-213 c;1;4.82297735;0.0558;1.68;89.95;0.0;266.31;;1030.0;5822.0;0.9;0.99;0.0556788139247483
Kepler-213 c;1;4.82297735;;1.85;;;;;;5744.0;1.0;1.07;0.05713990355539338
Kepler-213 c;1;4.82297735;0.05573;2.037;;;351.8;;;5658.0;1.09;0.99;0.0556788139247483
Kepler-214 b;1;;;3.187;;;196.4;;;6052.0;1.63;;
Kepler-214 b;1;15.66058417;;;;;;;;6036.57;1.65;1.12;0.12721727101640165
Kepler-214 b;1;15.66057659;;2.1;;;;;;6032.0;1.07;1.11;0.1268374747815526
Kepler-214 b;1;15.66057659;0.1242;1.92;89.95;0.0;89.76;;785.0;6332.0;0.98;1.04;0.12411312400160776
Kepler-214 b;1;15.66057659;0.12793;3.1;;;183.9;;;6052.0;1.58;1.14;0.12797001216033407
Kepler-214 b;1;15.66057659;0.1242;1.92;89.95;0.0;89.76;;785.0;6332.0;0.98;1.04;0.12411312400160776
Kepler-214 b;1;15.66057688;;;;;;;;6036.57;1.65;1.12;0.1272172315366493
Kepler-214 b;1;15.66057659;0.1242;1.92;89.95;0.0;89.76;;785.0;6332.0;0.98;1.04;0.12411312400160776
Kepler-214 b;1;15.66039;0.128;2.16;88.24;0.0;;;812.0;6352.0;1.07;1.15;0.12834208524332388
Kepler-214 b;1;15.66057688;0.1273;2.05;89.17;0.0;78.01;;758.0;6000.0;1.04;1.12;0.1272172315366493
Kepler-214 b;1;15.66073726;;;;;;;;6036.57;1.65;1.12;0.1272181000897865
Kepler-214 b;1;15.660544;0.13;2.61;;;;;;6169.0;1.35;;
Kepler-214 c;1;28.7795813;0.1864;1.83;85.94;0.0;39.85;;641.0;6332.0;0.98;1.04;0.18620965244939283
Kepler-214 c;1;28.7795813;0.1864;1.83;85.94;0.0;39.85;;641.0;6332.0;0.98;1.04;0.18620965244939283
Kepler-214 c;1;28.7798;0.194;2.13;;;;;;6169.0;1.35;;
Kepler-214 c;1;;;3.032;;;87.24;;;6052.0;1.63;;
Kepler-214 c;1;28.7796446;;;;;;;;6036.57;1.65;1.12;0.19086709084005288
Kepler-214 c;1;28.7796446;0.191;1.95;86.15;0.0;34.65;;619.0;6000.0;1.04;1.12;0.19086709084005288
Kepler-214 c;1;28.7795813;0.19188;2.947;;;81.8;;;6052.0;1.58;1.14;0.19199622666827482
Kepler-214 c;1;28.7795813;0.1864;1.83;85.94;0.0;39.85;;641.0;6332.0;0.98;1.04;0.18620965244939283
Kepler-214 c;1;28.7795813;;1.98;;;;;;6032.0;1.07;1.11;0.19029705590462445
Kepler-214 c;1;28.77995676;;;;;;;;6036.57;1.65;1.12;0.19086847100449889
Kepler-214 c;1;28.78029923;;;;;;;;6036.57;1.65;1.12;0.19086998517391826
Kepler-214 c;1;28.77957;0.193;2.04;88.24;0.0;;;661.0;6352.0;1.07;1.15;0.19255593519507752
Kepler-215 b;1;9.36063971;0.0812;1.76;86.52;0.0;149.82;;892.0;5741.0;1.01;0.81;0.08102768944690827
Kepler-215 b;1;9.36063971;0.08033;1.57;;;113.5;;;5648.0;0.9;0.79;0.08035522948436105
Kepler-215 b;1;9.36063971;0.0812;1.76;86.52;0.0;149.82;;892.0;5741.0;1.01;0.81;0.08102768944690827
Kepler-215 b;1;;;1.547;;;105.07;;;5648.0;0.91;;
Kepler-215 b;1;9.36063971;0.0812;1.76;86.52;0.0;149.82;;892.0;5741.0;1.01;0.81;0.08102768944690827
Kepler-215 b;1;9.360672;0.084;1.62;;;;;;5739.0;1.03;;
Kepler-215 b;1;9.36064358;;;;;;;;5697.97;0.9;1.01;0.08721255828936741
Kepler-215 b;1;9.36063609;;;;;;;;5697.97;0.9;1.01;0.08721251176677218
Kepler-215 b;1;9.36059705;;;;;;;;5697.97;0.9;1.01;0.08721226927763695
Kepler-215 b;1;9.3605;0.086;1.71;89.38;0.0;;;920.0;5922.0;1.07;0.98;0.08633949136422085
Kepler-215 b;1;9.36063971;;1.49;;;;;;5679.0;0.85;0.94;0.08514929695092527
Kepler-215 b;1;9.36059705;0.0844;1.42;86.69;0.0;89.47;;784.0;5677.0;0.83;0.92;0.08454081006670024
Kepler-215 c;1;14.66716376;;;;;;;;5697.97;0.9;1.01;0.1176538059926542
Kepler-215 c;1;14.6671927;0.1095;1.53;88.81;0.0;82.39;;768.0;5741.0;1.01;0.81;0.10931030357166148
Kepler-215 c;1;14.6673;0.116;1.57;89.38;0.0;;;792.0;5922.0;1.07;0.98;0.1164779103786814
Kepler-215 c;1;;;1.323;;;57.69;;;5648.0;0.91;;
Kepler-215 c;1;14.66722395;;;;;;;;5697.97;0.9;1.01;0.11765412787164209
Kepler-215 c;1;14.667;;;;;;;;;1.01;0.81;0.10930934614501764
Kepler-215 c;1;14.6672293;;;;;;;;5697.97;0.9;1.01;0.11765415648189798
Kepler-215 c;1;14.6672293;0.1139;1.21;88.61;0.0;49.12;;675.0;5677.0;0.83;0.92;0.11405021081413914
Kepler-215 c;1;14.6671927;0.1095;1.53;88.81;0.0;82.39;;768.0;5741.0;1.01;0.81;0.10931030357166148
Kepler-215 c;1;14.667108;0.113;1.77;;;;;;5739.0;1.03;;
Kepler-215 c;1;14.6671927;0.1095;1.53;88.81;0.0;82.39;;768.0;5741.0;1.01;0.81;0.10931030357166148
Kepler-215 c;1;14.6671927;0.10838;1.361;;;62.4;;;5648.0;0.9;0.79;0.10840312229637672
Kepler-215 c;1;14.6671927;;1.31;;;;;;5679.0;0.85;0.94;0.11487055304369582
Kepler-215 d;1;30.86436512;;;;;;;;5697.97;0.9;1.01;0.19320281599485953
Kepler-215 d;1;30.86437869;0.1798;2.45;89.38;0.0;30.56;;600.0;5741.0;1.01;0.81;0.17950151887691213
Kepler-215 d;1;30.864;;2.34;;;;;;;1.01;0.81;0.17950005061323573
Kepler-215 d;1;30.86437869;0.1798;2.45;89.38;0.0;30.56;;600.0;5741.0;1.01;0.81;0.17950151887691213
Kepler-215 d;1;30.864423;0.185;2.39;;;;;;5739.0;1.03;;
Kepler-215 d;1;30.86430741;;;;;;;;5697.97;0.9;1.01;0.19320257516182676
Kepler-215 d;1;30.86478201;;;;;;;;5697.97;0.9;1.01;0.19320455573885076
Kepler-215 d;1;30.86431;0.191;2.82;88.81;0.0;;;617.0;5922.0;1.07;0.98;0.19127043064533794
Kepler-215 d;1;30.86437869;0.17796;2.177;;;23.1;;;5648.0;0.9;0.79;0.1780118110315437
Kepler-215 d;1;30.86436512;0.187;2.23;88.93;0.0;18.22;;527.0;5677.0;0.83;0.92;0.18728468719665925
Kepler-215 d;1;30.86437869;0.1798;2.45;89.38;0.0;30.56;;600.0;5741.0;1.01;0.81;0.17950151887691213
Kepler-215 d;1;;;2.433;;;21.4;;;5648.0;0.91;;
Kepler-215 d;1;30.86437869;;2.05;;;;;;5679.0;0.85;0.94;0.1886321606641285
Kepler-215 e;1;68.16101;0.314;1.75;;;;;;5739.0;1.03;;
Kepler-215 e;1;68.16179036;;;;;;;;5697.97;0.9;1.01;0.32764424667638803
Kepler-215 e;1;68.1609897;0.3171;1.45;89.68;0.0;6.34;;405.0;5677.0;0.83;0.92;0.31760546244341364
Kepler-215 e;1;68.1613598;;1.49;;;;;;5679.0;0.85;0.94;0.3198916303495177
Kepler-215 e;1;68.16177013;;;;;;;;5697.97;0.9;1.01;0.32764418184785377
Kepler-215 e;1;68.1613598;0.3049;1.75;89.95;0.0;10.63;;460.0;5741.0;1.01;0.81;0.3044074420903864
Kepler-215 e;1;68.1613598;0.30181;1.554;;;8.1;;;5648.0;0.9;0.79;0.3018811227728237
Kepler-215 e;1;;;1.58;;;7.44;;;5648.0;0.91;;
Kepler-215 e;1;68.1613598;0.3049;1.75;89.95;0.0;10.63;;460.0;5741.0;1.01;0.81;0.3044074420903864
Kepler-215 e;1;68.1613598;0.3049;1.75;89.95;0.0;10.63;;460.0;5741.0;1.01;0.81;0.3044074420903864
Kepler-215 e;1;68.1609897;;;;;;;;5697.97;0.9;1.01;0.3276416808971859
Kepler-215 e;1;68.1603;0.324;1.8;89.38;0.0;;;474.0;5922.0;1.07;0.98;0.3243628564316688
Kepler-216 b;1;7.69363627;0.0767;2.12;88.11;0.0;308.61;;1069.0;6086.0;1.22;1.01;0.07652376342879831
Kepler-216 b;1;7.69364042;0.0785;1.91;85.37;0.0;239.66;;1003.0;6277.0;1.03;1.08;0.07825232869706344
Kepler-216 b;1;7.693641;0.079;2.35;;;;;;6091.0;1.26;;
Kepler-216 b;1;7.69357196;;;;;;;;6093.45;1.63;1.14;0.07967493652075432
Kepler-216 b;1;7.69364042;;2.23;;;;;;6142.0;1.2;1.11;0.0789702800731991
Kepler-216 b;1;7.69364042;0.0794;2.867;;;476.0;;;6119.0;1.54;1.13;0.07944175560183496
Kepler-216 b;1;7.69364042;0.0785;1.91;85.37;0.0;239.66;;1003.0;6277.0;1.03;1.08;0.07825232869706344
Kepler-216 b;1;;;2.765;;;540.03;;;6119.0;1.59;;
Kepler-216 b;1;7.69362068;;;;;;;;6093.45;1.63;1.14;0.07967527288456822
Kepler-216 b;1;7.69363627;;;;;;;;6093.45;1.63;1.14;0.0796753805180771
Kepler-216 b;1;7.69364042;0.0785;1.91;85.37;0.0;239.66;;1003.0;6277.0;1.03;1.08;0.07825232869706344
Kepler-216 b;1;7.693491;0.079;1.96;84.8;0.0;;;1008.0;6278.0;1.05;1.13;0.07944072702715972
Kepler-216 c;1;17.4066477;;;;;;;;6093.45;1.63;1.14;0.13731346899998415
Kepler-216 c;1;17.406669;0.136;3.04;;;;;;6091.0;1.26;;
Kepler-216 c;1;17.40665216;;;;;;;;6093.45;1.63;1.14;0.13731349245531593
Kepler-216 c;1;17.40665938;0.1354;2.5;89.95;0.0;80.56;;764.0;6277.0;1.03;1.08;0.13486097692365695
Kepler-216 c;1;17.40665938;;2.87;;;;;;6142.0;1.2;1.11;0.13609830270784123
Kepler-216 c;1;17.40664752;;;;;;;;6093.45;1.63;1.14;0.13731346805335637
Kepler-216 c;1;17.40665938;0.1354;2.5;89.95;0.0;80.56;;764.0;6277.0;1.03;1.08;0.13486097692365695
Kepler-216 c;1;;;3.851;;;182.06;;;6119.0;1.59;;
Kepler-216 c;1;17.40665216;0.1321;2.95;89.94;0.0;104.04;;814.0;6086.0;1.22;1.01;0.13188195831519917
Kepler-216 c;1;17.40665938;0.1354;2.5;89.95;0.0;80.56;;764.0;6277.0;1.03;1.08;0.13486097692365695
Kepler-216 c;1;17.40665938;0.13682;3.745;;;160.3;;;6119.0;1.54;1.13;0.13691084913867754
Kepler-216 c;1;17.40652;0.137;2.73;87.09;0.0;;;766.0;6278.0;1.05;1.13;0.1369101182820093
Kepler-217 b;1;5.37466928;;;;;;;;6658.99;1.79;1.4;0.06717565938029059
Kepler-217 b;1;5.37493289;0.0626;2.12;88.73;0.0;942.35;;1413.0;6167.0;1.69;1.14;0.06273141398080388
Kepler-217 b;1;5.37493491;0.06628;2.201;;;1159.1;;;6554.0;1.75;1.34;0.06620414297323826
Kepler-217 b;1;5.37493289;;;;;;;;6658.99;1.79;1.4;0.0671778558603461
Kepler-217 b;1;5.37493491;0.0676;1.81;89.95;0.0;849.39;;1377.0;6765.0;1.44;1.43;0.06765432742578233
Kepler-217 b;1;5.37493491;;2.11;;;;;;6341.0;1.76;1.37;0.06669456190609147
Kepler-217 b;1;;;2.258;;;1366.48;;;6554.0;1.8;;
Kepler-217 b;1;5.37490067;;;;;;;;6658.99;1.79;1.4;0.0671775873952666
Kepler-217 b;1;5.374943;0.065;2.23;;;;;;6171.0;1.8;;
Kepler-217 b;1;5.37493491;0.0676;1.81;89.95;0.0;849.39;;1377.0;6765.0;1.44;1.43;0.06765432742578233
Kepler-217 b;1;5.37493491;0.0676;1.81;89.95;0.0;849.39;;1377.0;6765.0;1.44;1.43;0.06765432742578233
Kepler-217 b;1;5.374851;0.067;2.3;80.79;0.0;;;1320.0;6653.0;1.36;1.38;0.06685574673095751
Kepler-217 c;1;8.58600968;;;;;;;;6658.99;1.79;1.4;0.09179908588635231
Kepler-217 c;1;8.58598202;0.0924;1.48;89.95;0.0;454.63;;1178.0;6765.0;1.44;1.43;0.0924499664356282
Kepler-217 c;1;8.586004;0.089;1.85;;;;;;6171.0;1.8;;
Kepler-217 c;1;8.58600968;0.0856;1.84;86.96;0.0;503.98;;1208.0;6167.0;1.69;1.14;0.08572298692842609
Kepler-217 c;1;8.58604;0.091;1.83;83.08;0.0;;;1133.0;6653.0;1.36;1.38;0.09136006417128929
Kepler-217 c;1;8.58598202;0.0924;1.48;89.95;0.0;454.63;;1178.0;6765.0;1.44;1.43;0.0924499664356282
Kepler-217 c;1;;;1.954;;;730.81;;;6554.0;1.8;;
Kepler-217 c;1;8.5862638;;;;;;;;6658.99;1.79;1.4;0.09180089719486491
Kepler-217 c;1;8.58598202;0.09057;1.804;;;620.0;;;6554.0;1.75;1.34;0.0904682823503013
Kepler-217 c;1;8.58586259;;;;;;;;6658.99;1.79;1.4;0.09179803745472924
Kepler-217 c;1;8.58598202;;1.74;;;;;;6341.0;1.76;1.37;0.09113844219974201
Kepler-217 c;1;8.58598202;0.0924;1.48;89.95;0.0;454.63;;1178.0;6765.0;1.44;1.43;0.0924499664356282
Kepler-217 d;1;3.88689525;;1.32;;;;;;6341.0;1.76;1.37;0.05373329947616303
Kepler-217 d;1;3.88689525;0.0545;1.14;86.52;0.0;1306.8;;1533.0;6765.0;1.44;1.43;0.054506546448968074
Kepler-217 d;1;3.88689525;0.0534;1.388;;;1787.4;;;6554.0;1.75;1.34;0.05333818739153931
Kepler-217 d;1;3.88689525;0.0545;1.14;86.52;0.0;1306.8;;1533.0;6765.0;1.44;1.43;0.054506546448968074
Kepler-217 d;1;3.88688862;0.0505;1.29;89.75;0.0;1448.04;;1574.0;6167.0;1.69;1.14;0.05054029547697866
Kepler-217 d;1;3.88688538;;;;;;;;6658.99;1.79;1.4;0.0541225931711852
Kepler-217 d;1;3.88688862;;;;;;;;6658.99;1.79;1.4;0.054122623247910805
Kepler-217 d;1;3.886831;0.054;1.25;79.07;0.0;;;1471.0;6653.0;1.36;1.38;0.05386312704122733
Kepler-217 d;1;;;1.375;;;2099.75;;;6554.0;1.8;;
Kepler-217 d;1;3.88689525;0.0545;1.14;86.52;0.0;1306.8;;1533.0;6765.0;1.44;1.43;0.054506546448968074
Kepler-218 b;1;3.6193122;0.04717;1.696;;;424.0;;;5594.0;1.04;1.07;0.04718602418202093
Kepler-218 b;1;3.61930973;0.046;1.47;89.27;0.0;422.53;;1156.0;5497.0;1.05;0.99;0.04597943821195927
Kepler-218 b;1;;;1.483;;;460.66;;;5594.0;1.05;;
Kepler-218 b;1;3.6193122;0.0459;1.72;81.93;0.0;429.26;;1161.0;5497.0;1.05;0.98;0.04582412193654582
Kepler-218 b;1;3.61930973;;;;;;;;5502.0;1.11;0.97;0.045667703622044434
Kepler-218 b;1;3.6193122;0.0459;1.72;81.93;0.0;429.26;;1161.0;5497.0;1.05;0.98;0.04582412193654582
Kepler-218 b;1;3.619337;0.046;1.48;;;;;;5502.0;1.06;;
Kepler-218 b;1;3.61930384;;;;;;;;5502.0;1.11;0.97;0.04566765407616095
Kepler-218 b;1;3.6193122;0.0459;1.72;81.93;0.0;429.26;;1161.0;5497.0;1.05;0.98;0.04582412193654582
Kepler-218 b;1;3.6193122;;1.67;;;;;;5542.0;1.02;1.01;0.0462870231853864
Kepler-218 b;1;3.619345;0.046;1.5;87.66;0.0;;;1164.0;5502.0;1.06;1.02;0.046439564796760764
Kepler-218 b;1;3.61930836;;;;;;;;5502.0;1.11;0.97;0.0456676920977921
Kepler-218 c;1;44.69962297;;;;;;;;5502.0;1.11;0.97;0.24400267093050942
Kepler-218 c;1;44.699504;0.2451;2.97;89.95;0.0;15.05;;502.0;5497.0;1.05;0.98;0.24483786860635973
Kepler-218 c;1;44.699504;0.25199;2.928;;;14.9;;;5594.0;1.04;1.07;0.2521144999730027
Kepler-218 c;1;44.6991;0.248;3.19;89.38;0.0;;;501.0;5502.0;1.06;1.02;0.24812318009470277
Kepler-218 c;1;44.699576;0.248;3.14;;;;;;5502.0;1.06;;
Kepler-218 c;1;44.699504;0.2451;2.97;89.95;0.0;15.05;;502.0;5497.0;1.05;0.98;0.24483786860635973
Kepler-218 c;1;44.6996563;;;;;;;;5502.0;1.11;0.97;0.2440027922232254
Kepler-218 c;1;;;3.074;;;16.15;;;5594.0;1.05;;
Kepler-218 c;1;44.699504;;2.9;;;;;;5542.0;1.02;1.01;0.24731114578771607
Kepler-218 c;1;44.6996563;0.2457;3.05;89.46;0.0;14.81;;500.0;5497.0;1.05;0.99;0.2456683918557645
Kepler-218 c;1;44.699504;0.2451;2.97;89.95;0.0;15.05;;502.0;5497.0;1.05;0.98;0.24483786860635973
Kepler-218 d;1;124.5244647;;2.66;;;;;;5542.0;1.02;1.01;0.4896416383934303
Kepler-218 d;1;124.5245224;0.4865;2.69;90.0;0.0;3.78;;356.0;5497.0;1.05;0.99;0.4863882597465201
Kepler-218 d;1;124.5244647;0.4853;2.78;89.95;0.0;3.84;;357.0;5497.0;1.05;0.98;0.48474489390007897
Kepler-218 d;1;;;2.704;;;4.12;;;5594.0;1.05;;
Kepler-218 d;1;124.52469816;;;;;;;;5502.0;1.11;0.97;0.4830910653997515
Kepler-218 d;1;124.5245224;;;;;;;;5502.0;1.11;0.97;0.4830906108280513
Kepler-218 d;1;124.5231;0.491;2.83;89.95;0.0;;;356.0;5502.0;1.06;1.02;0.4912487240859658
Kepler-218 d;1;124.52494069;;;;;;;;5502.0;1.11;0.97;0.4830916926597236
Kepler-218 d;1;124.5244647;0.4853;2.78;89.95;0.0;3.84;;357.0;5497.0;1.05;0.98;0.48474489390007897
